ROA,ROE,capital_adequacy_ratio,npl_ratio,loan_to_deposit_ratio,net_interest_margin,cost_to_income_ratio,at_risk,bank_name,state,size_bucket,cert_id,ID,cluster,risk_cluster_label,failure_probability,predicted_at_risk,risk_score_100,flag_low_capital,flag_high_npl,flag_negative_roa,flag_high_ldr,total_flags
1.3864764326074568,15.88,16.875288400776302,3.774385360216016,54.08965976935486,3.2627048975056847,36.99557600627257,0,"JPMorgan Chase Bank, National Association",OHIO,Systemically Important (>$250B),628,628_20250930,1,Low Risk,0.015113894107491982,0,1.5,0,0,0,0,0
1.1423722438577848,12.09,14.077830455989465,4.773880381834049,54.81383776063,2.966251617259316,36.08471002108756,0,"Bank of America, National Association",NORTH CAROLINA,Systemically Important (>$250B),3510,3510_20250930,1,Low Risk,0.02374324329430384,0,2.4,0,0,0,0,0
0.8735377777117574,8.93,15.090026829037598,6.993471594266752,47.79960906493788,3.858335561051497,32.50099692711876,0,"Citibank, National Association",SOUTH DAKOTA,Systemically Important (>$250B),7213,7213_20250930,1,Low Risk,0.030104541602321143,0,3.0,0,1,0,0,1
1.4162476051811923,14.46,14.625458481887465,7.018326957183292,63.06626493763163,3.2933526870219936,41.600363423973,0,"Wells Fargo Bank, National Association",SOUTH DAKOTA,Systemically Important (>$250B),3511,3511_20250930,1,Low Risk,0.018466266720640685,0,1.8,0,1,0,0,1
1.1460524799627103,11.77,15.510173687673312,18.597592312552806,70.19662687582849,3.316194392978373,39.22188553027756,0,U.S. Bank National Association,OHIO,Systemically Important (>$250B),6548,6548_20250930,0,Elevated Risk,0.025471205071862527,0,2.5,0,1,0,0,1
0.1947243232051453,1.43,15.137749861171876,20.041628305820993,85.91327277156763,6.435103110570991,41.8351659075079,0,"Capital One, National Association",VIRGINIA,Systemically Important (>$250B),4297,4297_20250930,2,High Risk,0.047151122216634186,0,4.7,0,1,0,0,1
1.45061673473807,13.56,16.965789382707513,23.542373918816477,49.52161896196965,3.714170367379895,16.38248401472583,0,Goldman Sachs Bank USA,NEW YORK,Systemically Important (>$250B),33124,33124_20250930,0,Elevated Risk,0.032673881653811215,0,3.3,0,1,0,0,1
1.2394526636642333,12.34,13.446461965366927,22.743204135012903,73.52013518633316,3.3383270337916477,39.93192217411852,0,"PNC Bank, National Association",DELAWARE,Systemically Important (>$250B),6384,6384_20250930,0,Elevated Risk,0.02058853529472493,0,2.1,0,1,0,0,1
1.0408782016689093,8.95,13.516473316913844,24.749044686875088,79.32044073098778,3.4046009635134626,36.94173184616097,0,Truist Bank,NORTH CAROLINA,Systemically Important (>$250B),9846,9846_20250930,2,High Risk,0.026948579492232935,0,2.7,0,1,0,0,1
1.2745401136023586,15.76,16.47179666499115,30.0,11.755682961174815,4.550043383119328,29.168352075074832,0,The Bank of New York Mellon,NEW YORK,Systemically Important (>$250B),639,639_20250930,0,Elevated Risk,0.03614350567802557,0,3.6,0,1,0,0,1
0.8364102095361668,10.72,16.076755965537366,30.0,16.307144755058943,2.4202426252257028,41.712403951701425,0,State Street Bank and Trust Company,MASSACHUSETTS,Systemically Important (>$250B),14,14_20250930,0,Elevated Risk,0.07295374222014878,0,7.3,0,1,0,0,1
0.5421702900569323,4.07,19.216947772084122,30.0,57.424964135790155,3.477525109675897,42.72364489963933,0,"TD Bank, National Association",DELAWARE,Systemically Important (>$250B),18409,18409_20250930,0,Elevated Risk,0.02611552424625411,0,2.6,0,1,0,0,1
